position,salary,hours,years,type_job,salary_millions,Salary_per_hour,year_cut_in_10
PROFESOR CATEDRATICO,5236098.0,Full time,34,PUESTO NO ADMINISTRATIVO ,5.236098,30125.482136774946,40 años
PROFESOR ADJUNTO                       ,2860924.0,Full time,24,PUESTO NO ADMINISTRATIVO ,2.860924,16460.103469543683,30 años
PROFESOR EDUCACION SUPERIOR,803308.35,Part Time,13,PUESTO NO ADMINISTRATIVO ,0.80330835,9243.54408502177,20 años
PROFESOR EDUCACION SUPERIOR,231121.0,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.231121,5318.946709502811,10 años
PROFESOR CATEDRATICO,3450332.0,Full time,18,PUESTO NO ADMINISTRATIVO ,3.450332,19851.216503576325,20 años
PROFESOR INSTRUCTOR                    ,380982.25,1/4 of  time,17,PUESTO NO ADMINISTRATIVO ,0.38098225,8767.80684150933,20 años
PROFESOR ADJUNTO                       ,1273382.5,Part Time,32,PUESTO NO ADMINISTRATIVO ,1.2733825,14652.614124881478,40 años
PROFESOR INTERINO LICENCIADO           ,319323.35,3/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.31932334999999995,4899.205414046941,10 años
PROFESOR INTERINO LICENCIADO           ,245997.45,1/4 of  time,7,PUESTO NO ADMINISTRATIVO ,0.24599745,5661.308696412626,10 años
PROFESOR ASOCIADO                      ,741199.25,1/4 of  time,26,PUESTO NO ADMINISTRATIVO ,0.74119925,17057.72868702304,30 años
PROFESOR INTERINO LICENCIADO           ,1884227.0,Full time,16,PUESTO NO ADMINISTRATIVO ,1.884227,10840.75333008073,20 años
PROFESOR INTERINO LICENCIADO           ,754076.1,3/4 of time,23,PUESTO NO ADMINISTRATIVO ,0.7540761,5784.690834108127,30 años
PROFESOR CATEDRATICO,3195798.0,Full time,18,PUESTO NO ADMINISTRATIVO ,3.195798,18386.774953742486,20 años
PROFESOR ASOCIADO                      ,3456087.0,Full time,28,PUESTO NO ADMINISTRATIVO ,3.456087,19884.32744796605,30 años
PROFESOR INSTRUCTOR                    ,1191367.5,Part Time,28,PUESTO NO ADMINISTRATIVO ,1.1913675,13708.880291997679,30 años
PROFESOR ASOCIADO                      ,3761401.0,Full time,35,PUESTO NO ADMINISTRATIVO ,3.761401,21640.927773839878,40 años
PROFESOR CATEDRATICO,3854761.0,Full time,20,PUESTO NO ADMINISTRATIVO ,3.854761,22178.06726440887,20 años
PROFESOR CATEDRATICO,1319558.0,Part Time,20,PUESTO NO ADMINISTRATIVO ,1.319558,15183.948412515761,20 años
PROFESOR CATEDRATICO,4858024.0,Full time,24,PUESTO NO ADMINISTRATIVO ,4.858024,27950.26281632315,30 años
PROFESOR INSTRUCTOR                    ,2158638.5,Full time,20,PUESTO NO ADMINISTRATIVO ,2.1586385,12419.558528412697,20 años
PROFESOR INSTRUCTOR                    ,1871915.25,Full time,28,PUESTO NO ADMINISTRATIVO ,1.87191525,10769.918635104159,30 años
PROFESOR CATEDRATICO,4424743.0,Full time,36,PUESTO NO ADMINISTRATIVO ,4.424743,25457.414320037555,40 años
PROFESOR INTERINO LICENCIADO           ,260156.9,1/4 of  time,17,PUESTO NO ADMINISTRATIVO ,0.26015689999999997,5987.169868637865,20 años
PROFESOR INSTRUCTOR                    ,2495536.0,Full time,16,PUESTO NO ADMINISTRATIVO ,2.495536,14357.872062302657,20 años
PROFESOR ADJUNTO                       ,2818504.0,Full time,28,PUESTO NO ADMINISTRATIVO ,2.818504,16216.04330255636,30 años
PROFESOR INSTRUCTOR                    ,573257.0,1/4 of  time,31,PUESTO NO ADMINISTRATIVO ,0.573257,13192.758052489618,40 años
PROFESOR ASOCIADO                      ,1355781.0,Part Time,22,PUESTO NO ADMINISTRATIVO ,1.355781,15600.760832543194,30 años
PROFESOR CATEDRATICO,4265828.0,Full time,21,PUESTO NO ADMINISTRATIVO ,4.265828,24543.10924137677,30 años
PROFESOR CATEDRATICO,3733338.0,Full time,27,PUESTO NO ADMINISTRATIVO ,3.733338,21479.46948845173,30 años
PROFESOR INTERINO LICENCIADO           ,707594.0,Part Time,15,PUESTO NO ADMINISTRATIVO ,0.707594,8142.173965074426,20 años
PROFESOR INTERINO,3107985.75,Full time,10,ADMINISTRATIVO,3.10798575,17881.554010825635,10 años
PROFESOR ASOCIADO                      ,3584072.0,Full time,30,PUESTO NO ADMINISTRATIVO ,3.584072,20620.67917997625,30 años
PROFESOR CATEDRATICO,2065015.5,5/8 of time,25,PUESTO NO ADMINISTRATIVO ,2.0650155,19009.44942051532,30 años
PROFESOR ASOCIADO                      ,3449573.0,Full time,28,PUESTO NO ADMINISTRATIVO ,3.449573,19846.84965617549,30 años
PROFESOR INTERINO LICENCIADO           ,649729.85,3/8 of time,21,PUESTO NO ADMINISTRATIVO ,0.6497298499999999,9968.453602869651,30 años
PROFESOR INTERINO LICENCIADO           ,1600353.0,Full time,19,PUESTO NO ADMINISTRATIVO ,1.600353,9207.506374791727,20 años
PROFESOR ASOCIADO                      ,3531201.0,Full time,30,PUESTO NO ADMINISTRATIVO ,3.531201,20316.48999825096,30 años
PROFESOR INSTRUCTOR                    ,553322.0,1/4 of  time,32,PUESTO NO ADMINISTRATIVO ,0.553322,12733.98017140595,40 años
PROFESOR INSTRUCTOR                    ,519554.25,1/4 of  time,29,PUESTO NO ADMINISTRATIVO ,0.51955425,11956.859690143696,30 años
PROFESOR INTERINO LICENCIADO           ,213927.8,1/4 of  time,18,PUESTO NO ADMINISTRATIVO ,0.2139278,4923.267759663448,20 años
PROFESOR INSTRUCTOR                    ,1592376.25,Full time,15,PUESTO NO ADMINISTRATIVO ,1.59237625,9161.612764772486,20 años
PROFESOR ASOCIADO                      ,2975581.0,Full time,29,PUESTO NO ADMINISTRATIVO ,2.975581,17119.773591332123,30 años
PROFESOR INTERINO LICENCIADO           ,867975.9,7/8 of time,9,PUESTO NO ADMINISTRATIVO ,0.8679759,5707.236292718337,10 años
PROFESOR INSTRUCTOR                    ,1579209.7,7/8 of time,18,PUESTO NO ADMINISTRATIVO ,1.5792097,10383.840050919429,20 años
PROFESOR INTERINO LICENCIADO           ,879020.4,5/8 of time,11,PUESTO NO ADMINISTRATIVO ,0.8790204,8091.8006830462755,20 años
PROFESOR ASOCIADO                      ,2438212.5,3/4 of time,33,PUESTO NO ADMINISTRATIVO ,2.4382125,18704.087691358818,40 años
PROFESOR INSTRUCTOR                    ,1064229.0,Part Time,27,PUESTO NO ADMINISTRATIVO ,1.064229,12245.917371652658,30 años
PROFESOR INTERINO LICENCIADO           ,1287336.0,Full time,13,PUESTO NO ADMINISTRATIVO ,1.287336,7406.587438208246,20 años
PROFESOR INSTRUCTOR                    ,1313748.0,3/4 of time,16,PUESTO NO ADMINISTRATIVO ,1.313748,10078.062431534276,20 años
PROFESOR CATEDRATICO,5320821.0,Full time,40,PUESTO NO ADMINISTRATIVO ,5.320821,30612.929320359748,40 años
PROFESOR INSTRUCTOR                    ,2465634.0,Full time,31,PUESTO NO ADMINISTRATIVO ,2.465634,14185.833233607347,40 años
PROFESOR INSTRUCTOR                    ,2643042.0,Full time,34,PUESTO NO ADMINISTRATIVO ,2.643042,15206.536347819681,40 años
PROFESOR INSTRUCTOR                    ,2355121.0,Full time,18,PUESTO NO ADMINISTRATIVO ,2.355121,13550.005293148362,20 años
PROFESOR INTERINO LICENCIADO           ,568649.3,Part Time,10,PUESTO NO ADMINISTRATIVO ,0.5686493,6543.358939897451,10 años
PROFESOR CATEDRATICO,4986474.0,Full time,35,PUESTO NO ADMINISTRATIVO ,4.986474,28689.289889626343,40 años
PROFESOR INTERINO LICENCIADO           ,1273178.55,3/4 of time,24,PUESTO NO ADMINISTRATIVO ,1.2731785500000001,9766.844869328277,30 años
PROFESOR INSTRUCTOR                    ,1181400.0,Part Time,28,PUESTO NO ADMINISTRATIVO ,1.1814,13594.185821726762,30 años
PROFESOR CATEDRATICO,8518373.0,Full time,48,PUESTO NO ADMINISTRATIVO ,8.518373,49009.79577652788,50 años
PROFESOR INTERINO LICENCIADO           ,856386.75,3/4 of time,8,PUESTO NO ADMINISTRATIVO ,0.85638675,6569.539311982767,10 años
PROFESOR EDUCACION SUPERIOR,455886.15,1/4 of  time,11,PUESTO NO ADMINISTRATIVO ,0.45588615000000005,10491.621866686304,20 años
PROFESOR CATEDRATICO,4270580.0,Full time,28,PUESTO NO ADMINISTRATIVO ,4.27058,24570.4495033646,30 años
PROFESOR INSTRUCTOR                    ,1076271.0,Part Time,21,PUESTO NO ADMINISTRATIVO ,1.076271,12384.482790363707,30 años
PROFESOR INTERINO LICENCIADO           ,810845.45,7/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.81084545,5331.5841834151515,10 años
PROFESOR ASOCIADO                      ,2272093.0,Full time,17,PUESTO NO ADMINISTRATIVO ,2.272093,13072.310160083216,20 años
PROFESOR INTERINO LICENCIADO           ,40863.1,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.0408631,1880.8213125166847,10 años
PROFESOR INSTRUCTOR                    ,1637834.25,3/4 of time,27,PUESTO NO ADMINISTRATIVO ,1.63783425,12564.202437609889,30 años
PROFESOR ASOCIADO                      ,3761223.0,Full time,32,PUESTO NO ADMINISTRATIVO ,3.761223,21639.903664699763,40 años
PROFESOR CATEDRATICO,2161097.0,Part Time,26,PUESTO NO ADMINISTRATIVO ,2.161097,24867.406633465584,30 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INSTRUCTOR                    ,418785.75,1/4 of  time,21,PUESTO NO ADMINISTRATIVO ,0.41878575,9637.804816304737,30 años
PROFESOR CATEDRATICO,3612923.0,Full time,29,PUESTO NO ADMINISTRATIVO ,3.612923,20786.671162007162,30 años
PROFESOR INSTRUCTOR                    ,519554.25,1/4 of  time,30,PUESTO NO ADMINISTRATIVO ,0.51955425,11956.859690143696,30 años
PROFESOR CATEDRATICO,5019887.0,Full time,27,PUESTO NO ADMINISTRATIVO ,5.019887,28881.528983439348,30 años
PROFESOR CATEDRATICO,3053693.0,Full time,22,PUESTO NO ADMINISTRATIVO ,3.053693,17569.18490117922,30 años
PROFESOR CATEDRATICO,6693664.0,Full time,38,PUESTO NO ADMINISTRATIVO ,6.693664,38511.47462510701,40 años
PROFESOR ASOCIADO                      ,3353576.0,Full time,28,PUESTO NO ADMINISTRATIVO ,3.353576,19294.538391435224,30 años
PROFESOR INTERINO LICENCIADO           ,165379.85,1/4 of  time,6,PUESTO NO ADMINISTRATIVO ,0.16537985,3806.000359013541,10 años
PROFESOR INTERINO LICENCIADO           ,1008768.7,5/8 of time,20,PUESTO NO ADMINISTRATIVO ,1.0087686999999999,9286.195469064998,20 años
PROFESOR CATEDRATICO,3655710.0,Full time,23,PUESTO NO ADMINISTRATIVO ,3.65571,21032.842834918207,30 años
PROFESOR CATEDRATICO,5566160.0,Full time,40,PUESTO NO ADMINISTRATIVO ,5.56616,32024.468153657792,40 años
PROFESOR INSTRUCTOR                    ,497461.75,1/4 of  time,31,PUESTO NO ADMINISTRATIVO ,0.49746175,11448.429776030782,40 años
PROFESOR CATEDRATICO,4534201.0,Full time,20,PUESTO NO ADMINISTRATIVO ,4.534201,26087.1724001436,20 años
PROFESOR CATEDRATICO,3781703.0,Full time,30,PUESTO NO ADMINISTRATIVO ,3.781703,21757.73375003452,30 años
PROFESOR INSTRUCTOR                    ,628078.0,1/4 of  time,46,PUESTO NO ADMINISTRATIVO ,0.628078,14454.391472047573,50 años
PROFESOR INSTRUCTOR                    ,299303.45,1/8  of time,17,PUESTO NO ADMINISTRATIVO ,0.29930345,13776.152755659064,20 años
PROFESOR CATEDRATICO,1780401.5,Part Time,30,PUESTO NO ADMINISTRATIVO ,1.7804015,20486.802800305617,30 años
PROFESOR INSTRUCTOR                    ,742173.0,Part Time,10,PUESTO NO ADMINISTRATIVO ,0.742173,8540.06913312038,10 años
PROFESOR INTERINO LICENCIADO           ,283933.6,1/4 of  time,20,PUESTO NO ADMINISTRATIVO ,0.28393359999999995,6534.3594369931225,20 años
PROFESOR INTERINO LICENCIADO           ,81884.5,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.0818845,1884.4643794128747,10 años
PROFESOR INTERINO LICENCIADO           ,1555103.0,Full time,10,PUESTO NO ADMINISTRATIVO ,1.555103,8947.164023160974,10 años
PROFESOR CATEDRATICO,5799042.0,Full time,28,PUESTO NO ADMINISTRATIVO ,5.799042,33364.33660741409,30 años
PROFESOR INTERINO LICENCIADO           ,994158.5,Part Time,23,PUESTO NO ADMINISTRATIVO ,0.9941585,11439.627040163488,30 años
PROFESOR ASOCIADO                      ,2295980.0,Full time,20,PUESTO NO ADMINISTRATIVO ,2.29598,13209.742154633574,20 años
PROFESOR INTERINO,2246220.0,Full time,24,ADMINISTRATIVO,2.24622,12923.451869171782,30 años
PROFESOR INTERINO,2273589.0,Full time,20,ADMINISTRATIVO,2.273589,13080.917279597903,20 años
PROFESOR CATEDRATICO,4400471.0,Full time,30,PUESTO NO ADMINISTRATIVO ,4.400471,25317.767257965035,30 años
PROFESOR ASOCIADO                      ,2224680.45,7/8 of time,19,PUESTO NO ADMINISTRATIVO ,2.22468045,14628.029423329568,20 años
PROFESOR INSTRUCTOR                    ,207116.2,1/8  of time,19,PUESTO NO ADMINISTRATIVO ,0.2071162,9533.015437582273,20 años
PROFESOR INTERINO LICENCIADO           ,1755108.0,Full time,25,PUESTO NO ADMINISTRATIVO ,1.755108,10097.87721736889,30 años
PROFESOR INSTRUCTOR                    ,724168.0,3/8 of time,32,PUESTO NO ADMINISTRATIVO ,0.724168,11110.51786936203,40 años
PROFESOR INSTRUCTOR                    ,312602.35,Part Time,30,PUESTO NO ADMINISTRATIVO ,0.31260235,3597.066560190001,30 años
PROFESOR INTERINO LICENCIADO           ,429420.15,Part Time,12,PUESTO NO ADMINISTRATIVO ,0.42942015,4941.270792867597,20 años
PROFESOR INSTRUCTOR                    ,1472693.9,3/4 of time,29,PUESTO NO ADMINISTRATIVO ,1.4726939,11297.37291074064,30 años
PROFESOR ADJUNTO                       ,2483854.0,Full time,21,PUESTO NO ADMINISTRATIVO ,2.483854,14290.660584915906,30 años
PROFESOR CATEDRATICO,5824291.0,Full time,37,ADMINISTRATIVO,5.824291,33509.604762912975,40 años
PROFESOR ADJUNTO                       ,2093561.0,Full time,12,PUESTO NO ADMINISTRATIVO ,2.093561,12045.140199390597,20 años
PROFESOR ASOCIADO                      ,3656429.0,Full time,23,PUESTO NO ADMINISTRATIVO ,3.656429,21036.97954543362,30 años
PROFESOR CATEDRATICO,5659501.0,Full time,34,PUESTO NO ADMINISTRATIVO ,5.659501,32561.498329206206,40 años
PROFESOR CATEDRATICO,5695749.0,Full time,29,PUESTO NO ADMINISTRATIVO ,5.695749,32770.04837477331,30 años
PROFESOR INTERINO LICENCIADO           ,621998.2,Part Time,8,PUESTO NO ADMINISTRATIVO ,0.6219982,7157.236424225128,10 años
PROFESOR ASOCIADO                      ,890540.25,1/4 of  time,38,PUESTO NO ADMINISTRATIVO ,0.89054025,20494.61594756561,40 años
PROFESOR ASOCIADO                      ,3316372.0,Full time,18,PUESTO NO ADMINISTRATIVO ,3.316372,19080.488074306595,20 años
PROFESOR INTERINO LICENCIADO           ,2015585.0,Full time,26,PUESTO NO ADMINISTRATIVO ,2.015585,11596.511354953926,30 años
PROFESOR EDUCACION SUPERIOR,242805.45,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.24280545,5587.849002586738,10 años
PROFESOR CATEDRATICO,4470917.0,Full time,35,PUESTO NO ADMINISTRATIVO ,4.470917,25723.072833721493,40 años
PROFESOR CATEDRATICO,3722170.0,Full time,21,PUESTO NO ADMINISTRATIVO ,3.72217,21415.21527004262,30 años
PROFESOR ASOCIADO                      ,3099160.0,Full time,26,PUESTO NO ADMINISTRATIVO ,3.09916,17830.77574541337,30 años
PROFESOR INSTRUCTOR                    ,837352.25,3/8 of time,23,ADMINISTRATIVO,0.83735225,12847.042587597769,30 años
PROFESOR ASOCIADO                      ,791400.25,1/4 of  time,30,PUESTO NO ADMINISTRATIVO ,0.79140025,18213.038865517206,30 años
PROFESOR ASOCIADO                      ,3397074.0,Full time,27,PUESTO NO ADMINISTRATIVO ,3.397074,19544.8007474846,30 años
PROFESOR ADJUNTO                       ,1685142.25,Full time,13,PUESTO NO ADMINISTRATIVO ,1.68514225,9695.334722592997,20 años
PROFESOR ASOCIADO                      ,2834619.35,7/8 of time,33,PUESTO NO ADMINISTRATIVO ,2.83461935,18638.58481596282,40 años
PROFESOR INTERINO LICENCIADO           ,1116962.0,Full time,18,PUESTO NO ADMINISTRATIVO ,1.116962,6426.353895296922,20 años
PROFESOR CATEDRATICO,7999776.05,Full time,43,PUESTO NO ADMINISTRATIVO ,7.9997760499999995,46026.08860500225,50 años
PROFESOR INTERINO LICENCIADO           ,206656.8,1/8  of time,23,PUESTO NO ADMINISTRATIVO ,0.2066568,9511.870460549933,30 años
PROFESOR CATEDRATICO,3541104.0,Full time,25,PUESTO NO ADMINISTRATIVO ,3.541104,20373.466137658677,30 años
PROFESOR INTERINO LICENCIADO           ,980932.5,Part Time,34,PUESTO NO ADMINISTRATIVO ,0.9809325,11287.437517835608,40 años
PROFESOR CATEDRATICO,5065293.0,Full time,28,PUESTO NO ADMINISTRATIVO ,5.065293,29142.768868923235,30 años
PROFESOR INTERINO LICENCIADO           ,354450.55,3/8 of time,9,PUESTO NO ADMINISTRATIVO ,0.35445055,5438.1430408140095,10 años
PROFESOR EDUCACION SUPERIOR,3293831.0,Full time,33,PUESTO NO ADMINISTRATIVO ,3.293831,18950.8001859506,40 años
PROFESOR CATEDRATICO,5518023.0,Full time,32,PUESTO NO ADMINISTRATIVO ,5.518023,31747.51567232189,40 años
PROFESOR INTERINO LICENCIADO           ,734600.55,7/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.73460055,4830.248074411803,10 años
PROFESOR INTERINO LICENCIADO           ,290973.25,1/4 of  time,11,PUESTO NO ADMINISTRATIVO ,0.29097325,6696.367749537424,20 años
PROFESOR INSTRUCTOR                    ,1113768.05,3/4 of time,12,ADMINISTRATIVO,1.11376805,8543.970336889715,20 años
PROFESOR INTERINO LICENCIADO           ,213270.1,1/8  of time,25,PUESTO NO ADMINISTRATIVO ,0.21327010000000002,9816.26331341882,30 años
PROFESOR ASOCIADO                      ,3990290.0,Full time,30,PUESTO NO ADMINISTRATIVO ,3.99029,22957.822813009177,30 años
PROFESOR CATEDRATICO,4359339.5,Full time,36,PUESTO NO ADMINISTRATIVO ,4.3593395,25081.120375399285,40 años
PROFESOR INTERINO LICENCIADO           ,625100.6,3/8 of time,14,PUESTO NO ADMINISTRATIVO ,0.6251006,9590.58034385519,20 años
PROFESOR INTERINO LICENCIADO           ,307399.05,5/8 of time,17,PUESTO NO ADMINISTRATIVO ,0.30739905,2829.75439791588,20 años
PROFESOR INTERINO LICENCIADO           ,1443229.95,7/8 of time,14,PUESTO NO ADMINISTRATIVO ,1.4432299499999999,9489.727018201853,20 años
PROFESOR ASOCIADO                      ,2665011.0,Full time,20,PUESTO NO ADMINISTRATIVO ,2.665011,15332.93327871418,20 años
PROFESOR CATEDRATICO,4710278.0,Full time,38,PUESTO NO ADMINISTRATIVO ,4.710278,27100.2177094936,40 años
PROFESOR INTERINO LICENCIADO           ,1914636.0,Full time,16,PUESTO NO ADMINISTRATIVO ,1.914636,11015.70914379873,20 años
PROFESOR ASOCIADO                      ,3448247.0,Full time,29,PUESTO NO ADMINISTRATIVO ,3.448247,19839.22061842384,30 años
PROFESOR ASOCIADO                      ,3939073.0,Full time,29,PUESTO NO ADMINISTRATIVO ,3.939073,22663.14979149598,30 años
PROFESOR ASOCIADO                      ,3555713.0,Full time,14,PUESTO NO ADMINISTRATIVO ,3.555713,20457.517881635995,20 años
PROFESOR INTERINO LICENCIADO           ,1098157.5,Part Time,34,PUESTO NO ADMINISTRATIVO ,1.0981575,12636.327337500345,40 años
PROFESOR INSTRUCTOR                    ,618110.75,1/4 of  time,43,PUESTO NO ADMINISTRATIVO ,0.61811075,14225.008284927873,50 años
PROFESOR INSTRUCTOR                    ,2306578.0,Full time,15,PUESTO NO ADMINISTRATIVO ,2.306578,13270.716922425458,20 años
PROFESOR INSTRUCTOR                    ,2405829.0,Full time,32,PUESTO NO ADMINISTRATIVO ,2.405829,13841.749822794596,40 años
PROFESOR INSTRUCTOR                    ,601979.95,Part Time,8,PUESTO NO ADMINISTRATIVO ,0.6019799499999999,6926.889538897735,10 años
PROFESOR CATEDRATICO,3870918.0,Full time,22,PUESTO NO ADMINISTRATIVO ,3.870918,22271.02530585192,30 años
PROFESOR INTERINO LICENCIADO           ,439588.4,Part Time,16,PUESTO NO ADMINISTRATIVO ,0.43958840000000005,5058.275262125912,20 años
PROFESOR ADJUNTO                       ,2580464.0,Full time,23,PUESTO NO ADMINISTRATIVO ,2.580464,14846.498697425228,30 años
PROFESOR ADJUNTO                       ,514255.25,1/4 of  time,20,PUESTO NO ADMINISTRATIVO ,0.51425525,11834.91015455993,20 años
PROFESOR ADJUNTO                       ,2149355.2,7/8 of time,34,PUESTO NO ADMINISTRATIVO ,2.1493552,14132.740325374103,40 años
PROFESOR CATEDRATICO,3718151.0,Full time,21,PUESTO NO ADMINISTRATIVO ,3.718151,21392.0922664801,30 años
PROFESOR ASOCIADO                      ,2123241.75,3/4 of time,29,PUESTO NO ADMINISTRATIVO ,2.12324175,16287.874777917903,30 años
PROFESOR INSTRUCTOR                    ,1977210.3,7/8 of time,36,PUESTO NO ADMINISTRATIVO ,1.9772103,13000.829150321468,40 años
PROFESOR INTERINO,2618014.5,Full time,25,ADMINISTRATIVO,2.6180145,15062.5425753238,30 años
PROFESOR CATEDRATICO,3961394.0,Full time,23,PUESTO NO ADMINISTRATIVO ,3.961394,22791.571926982164,30 años
PROFESOR INSTRUCTOR                    ,504603.25,1/4 of  time,28,PUESTO NO ADMINISTRATIVO ,0.50460325,11612.78203275308,30 años
PROFESOR CATEDRATICO,5701360.0,Full time,31,PUESTO NO ADMINISTRATIVO ,5.70136,32802.330826375524,40 años
PROFESOR CATEDRATICO,4245790.0,Full time,30,PUESTO NO ADMINISTRATIVO ,4.24579,24427.8221686259,30 años
PROFESOR INTERINO LICENCIADO           ,218477.2,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.2184772,5027.966234316171,10 años
PROFESOR INTERINO,362110.8,3/8 of time,6,ADMINISTRATIVO,0.3621108,5555.670112582963,10 años
PROFESOR CATEDRATICO,8011632.0,Full time,50,PUESTO NO ADMINISTRATIVO ,8.011632,46094.30089016947,50 años
PROFESOR INTERINO LICENCIADO           ,1089397.0,Full time,6,PUESTO NO ADMINISTRATIVO ,1.089397,6267.760814132245,10 años
